"filename","label","transcription","split"
"2852bf56-b5d2b8f5.mp3","joy","como en la certeza lo seguiremos haciendo, siguiendo tu legado desde el Partido Popular de España. ¡Vie Pablo!","train"
"80dcbd9e-5557ade1.mp3","anger","Para hablar de corrupción, señores del Gobierno miren a su bancada. El PSOE de Simancas con un millón de euros de financiación ilegal. Lecciones, ninguna.","train"
"c08f31f1-61d5e0ce.mp3","anger","del motor, sí, subir el impuesto de matriculación cuando no se venden un 35% de coches respecto al año pasado de la energía, 6.000 millones de euros para el diésel y las calefacciones.","train"
"2235c3ad-b363d098.mp3","anger","Señor Iglesias, bienvenido. ¡Qué bien le veo! Ha pasado usted de las mangas de camisa a la americana, de la bici al coche oficial, de la mochila a la cartera…","train"
"ada5de50-788ae905.mp3","anger","Le veo bien, pero que usted esté hoy ahí sentado","train"
"e9a90600-75a0d442.mp3","anger","Señoría, han tardado casi un año en formar el Gobierno de Todos contra España, uno de los más numerosos de la democracia, un Gobierno en el que nunca tantos debieron tanto a tan pocos.","train"
"4e659aaf-e0a2691f.mp3","joy","ocho meses y para mí es un honor","train"
"3165da8e-0470a8a3.mp3","anger","Son personas que pueden ir a un ERE y ir al paro. ¿Qué son los 440.000 autónomos con ceses de actividad? ¿Están de vacaciones? No. Son personas que no pueden levantar la persiana. ¿Qué es el 40% de paro juvenil?","train"
"35b736f8-584fd549.mp3","anger","¿Perdieron en Bruselas? Van a perder en Madrid y pronto Pablo Casado va a llegar al Gobierno de España para que por tercera vez el Partido Popular recupere la prosperidad para España. Gracias.","train"
"b7b79560-2b3f3655.mp3","anger","Señor Ministro, me alegra verle porque no lo hemos visto mucho en los últimos meses.","test"
"bdc5d1eb-5fa121f4.mp3","anger","No se tenía preocupados, ya veo que está bien. Los que no están tan bien son los estudiantes a los que usted ha abandonado. ¿Cómo ha atendido sus problemas el Gobierno durante esta crisis?","test"
"802c7c1c-8052dfc9.mp3","anger","Señor Sánchez le ha gustado esa película porque es una película autoreferencial, la habla de usted. Usted es el señorito, el sirviente del señor Iglesias, pero hay una diferencia, que es que en la película el señorito paga el sirviente y en su Gobierno lo hacen con dinero público.","train"
"4c70129e-b80a0e1a.mp3","anger","Se lo voy a decir en prosa porque los españoles se preguntan si, aparte de decir usted sandeces, trabaja algo por España. Pues lo que está claro es que usted tiene un sueldo, pero un trabajo…, lo que existe un trabajo todavía no estamos seguros.","train"
"6bc2e45b-b5d7e87b.mp3","anger","Pero muchos españoles hoy no habrían votado al Partido Socialista si hubiesen sabido que usted iba a ser el vicepresidente, porque el señor Sánchez les engañó. Eso sí que no es una normalidad democrática.","train"
"ebee5b0e-ad5cb371.mp3","anger","Lo que vimos ayer en el Parlamento es un auténtico pucherazo a la soberanía","train"
"b2960987-b386dd29.mp3","anger","y vamos a ir hasta el final para que","train"
"93043c68-d095c383.mp3","sadness","Todos aquellos que levantan cada día la persiana","train"
"8db3d329-924091b9.mp3","anger","a España le va a ir muy bien. El 4 de mayo lo que se vota es que no nos cambien este Madrid, pero también lo que se vota es que desde ese día","train"
"dc1f352f-6d7f1a97.mp3","anger","El miedo es terrible que en política se te acabe los argumentos, se te acabe la defencia para intentar atemorizar a los madrileños. Además de que este proyecto necesite aunar","train"
"c7f4c3f6-78112500.mp3","anger","Aquellos madrileños que han votado a Leguina o han votado a Felipe o han votado a Rubalcaba y no se sienten identificados.","test"
"072a511c-30e3e9cf.mp3","anger","Pedro Sánchez nos decía en julio que él había derrotado el virus y que no nos preocupáramos por los rebrotes.","train"
"720c87da-3daf61e5.mp3","anger","Pues lo que ha hecho Sánchez durante estos rebrotes es lavarse las manos, irse de vacaciones y escabullirse.","train"
"c29d0691-4054c368.mp3","anger","y no ha querido liderar la coordinación juntamente con las comunidades autónomas, los ayuntamientos y la sociedad para combatir el virus y para dar seguridad y certidumbre a toda la ciudadanía","train"
"9225af3b-83dbac40.mp3","anger","ante los rebrotes, a pesar de que la ley le mandata a usted como única autoridad frente a pandemias. Ahora que pide disculpas a el señor Iglesias cuando le regaña, hágalo también al resto de españoles, incluso a nosotros. Deje de atacarnos porque llevamos seis meses extendiendo la mano.","train"
"a977ddb1-047bc584.mp3","anger","También, para una ley contra la ocupación ilegal en tantos ayuntamientos a los que solo les ofrece confiscar sus ahorros y una alianza frente al separatismo a pesar de que usted les promete","train"
"cb31f89e-3ae40467.mp3","anger","Y sí, le ofrecí es politizar la forma de elección del Consejo del Poder Judicial y de la Fiscalía General del Estado, lo rechazaron ayer.","train"
"14dc4a23-3c02c688.mp3","joy","Yo quiero anunciar que si se aprueba esta reforma la llevaremos inmediatamente al Constitucional y en cuanto lleguemos al gobierno recuperaremos la ley de seguridad ciudadana.","train"
"48963710-3af5e923.mp3","joy","Carlos Iturgaiz es un gigante moral de la libertad, es una referencia política por la que muchos nos dedicamos a esta noble vocación. Me imagino que nuestro candidato podrá","train"
"f8057562-5a9dc2ac.mp3","joy","Hoy quedan 34 días para que Isabel Díaz Ayuso y el Partido Popular ganen las elecciones de la Comunidad de Madrid. Hoy quedan 34 días.","test"
"1cbfc822-61b331ec.mp3","joy","Frente al Sanchismo, el modelo de libertad","train"
"191f7678-90f1b363.mp3","joy","Hoy quedan 34 días también, porque esto es un 3 en 1.","test"
"b746d982-90bb1924.mp3","anger","¿De qué presume el gobierno? Presume que vamos a recuperar la economía de antes del coronavirus en el 2023.","train"
"396f3140-9c27b640.mp3","anger","el país de todo el mundo desarrollado que más tarde","train"
"570564d7-c9038b59.mp3","anger","Señor Sánchez, hace dos años se presentó en las elecciones diciendo todo lo contrario a lo que finalmente ha hecho. Este balance de legislatura se caracteriza por tres rasgos fundamentales. La arrogancia, las mentiras y la incompetencia. Un gran cinismo decir.","train"
"51486344-47ceaaf1.mp3","anger","¿Qué es la inflación o directamente con Sablazo? Señor Sánchez, ¿nos puede explicar exactamente en qué cía toda esta supuesta recuperación?","train"
"10a8b1f4-10c8ac27.mp3","anger","Y que si usted no está dispuesto a hacerlo, o no sabe, o no quiere modernizar y reformar España para salir de la crisis, ya vendremos nosotros por tercera vez en la historia a hacerlo después de la quiebra de un gobierno socialista.","train"
"d039c0a8-d376cd8d.mp3","joy","que nos estén permitiendo a todos los malagueños poder disfrutar de esta Semana Santa tan atípica. Hoy es el último día del señor Iglesias en el Consejo de Ministros. A Pablo Iglesias no le va a echar de menos ni Pedro Sánchez.","test"
"5dbeeb61-057bccfa.mp3","anger","¿Va usted a indultar a los presos que han dado un golpe al Estado si son condenados sí o no? ¡Dígalo! Y una vez haya sentencia","test"
"9c081c95-b95acb29.mp3","sadness","El Banco de Alimentos merece un reconocimiento a toda la sociedad, de los miles de voluntarios que están trabajando aquí altruístamente.","test"
"01871352-0a66253c.mp3","sadness","y los miles de donantes que lo están haciendo con mucho esfuerzo. Desde el Partido Popular, el pasado mes de abril,","train"
"f5293974-34c0ea25.mp3","joy","Por eso tenemos que mirarnos mucho en cuidarlo, en mantenerlo movilizado, en mantenerlo al día y en cuidar a cada uno de nuestros afiliados y de nuestros cargos.","train"
"45e89d03-c085cc49.mp3","joy","de los valores que nos han hecho grandes con nuestra sigla. Nosotros en Frente tenemos a un partido, el Partido Socialista,","train"
"55c543e1-133076b8.mp3","joy","Y nosotros tenemos a un partido, a un líder y a un equipo. Y esa es una gran diferencia que tenemos siempre que recordar. Y eso ha sido gracias al trabajo de todos vosotros durante estos tres años.","train"
"54a1da2d-4a2251eb.mp3","anger","que en Huesca o que en Zaragoza. No tiene ningún sentido. Por eso Pablo Casado lleva año y medio tendiendo la mano a Pedro Sánchez para que haya una ley de pandemia.","train"
"dabfc7d9-44690bca.mp3","anger","a las 11 de la mañana hubiera dicho acepto la mano tendida de Pablo Casado, me equivoqué, montemos una ley de pandemias entre los dos grandes partidos y trabajemos codo con codo para luchar contra el virus.","test"
"fdb07316-24263a80.mp3","anger","que el 31 nos tomábamos la uva, que luego venían los reyes magos, es una cosa nueva que le ha pillado Pedro Sánchez de improviso. Yo le quiero decir a Yolanda Díaz que si sabe algo sobre la pandemia que lo diga ya.","train"
"fd376d16-90bb3f49.mp3","anger","Vamos a hacer un plan agua, vamos a hacer un plan de vivienda para jóvenes, vamos a hacer una educación de 0 a 3 gratuita, vamos a digitalizar todos los pueblos.","train"
"835794c1-50a0be0c.mp3","anger","0,75% ¿Confían en el campo o confían en intentar dividir a la gente del campo para que les vote o al menos","train"
"44a83db7-857a3ca7.mp3","anger","que lucha contra ella son los agricultores, son los ganaderos, son quienes tienen un hotel rural, son aquellos que apuestan por la caza, que da empleo a 180.000 personas. ¿Cuánto viene de los fondos europeos al sector primario de España?","train"
"08f0bed2-a7ffbede.mp3","anger","Derogar lo que hizo la oposición y luego hacer responsable a la oposición de que no apoyemos lo que él ha derogado porque le ha dado la gana. Para la reforma laboral Sánchez","train"
"4b856d65-76e2b2d2.mp3","anger","No. ¿O porque la reforma de Celá en la educación mantuviera algo de la nuestra y tenemos que apoyarlo? Pues claro que no. Y encima lo hacen en el peor momento.","train"
"dacb56d6-e6818876.mp3","anger","prefiere convertirse en uno de ellos por mantener el poder aunque ya esté muerto electoralmente.","test"
"a0488341-655ab875.mp3","anger","que acabe ya esa jaula de grillos, esa casa de los líos ¿Espanya merece un gobierno con ese lío?","test"
"bd14148a-d094428d.mp3","anger","y dos millones de españoles en las colas del hambre y un millón de familias con todos los miembros en paro? Yo creo, sinceramente...","train"
"1d2a85ce-5a3726e6.mp3","anger","es el Partido Popular, la solución es más futuro para una Cataluña mejor.","train"
"d2612112-6f91d9f1.mp3","anger","Quedan seis días para que Isabel Díaz Ayuso y el Partido Popular ganen las elecciones en la Comunidad de Madrid. Y quedan seis días.","train"
"7a842794-9bf41f47.mp3","anger","para mandar un mensaje muy contundente a Pedro Sánchez.","train"
"074d59c0-b7549db7.mp3","anger","Tic tac, tic tac, tu tiempo se acaba en el palacio de la Moncloa.","train"
"59a48b00-ba1bff83.mp3","anger","ni con justicia ni con eficacia y por tanto de él es la suerte.","train"
"4f1df1af-daecd6e5.mp3","anger","Pedro Sánchez no dice la verdad ni al médico. Lo hace más que mentir. Lo sabemos todos, lo saben ellos, lo dicen hasta sus propios ministros. Pero por lo menos ¿qué? ¿Nos dejen hacer oposición?","train"
"49695b83-e4cc003d.mp3","anger","Todos somos padres de Canet. ¿Hasta dónde ha llegado el veneno nacionalista como para señalar a un pobre niño de cinco años? Esto ya llega demasiado lejos.","train"
"67480d2d-3330a22d.mp3","anger","en castellano, que el gobierno de Pedro Sánchez prefiere seguir en la Moncloa con los votos separatistas que juró","train"
"fcbb6bac-da4419b3.mp3","anger","Aquí yo te llamas Plusultra y tienes interés en el gobierno de Pedro Sánchez","test"
"65aadab1-2a1cc242.mp3","anger","o aquí no reciben ni un euro de ayuda. Los hosteleros, los restaurantes, los autónomos, ni un euro y, plus ultra, los amigos de Ábalos, los amigos del chavismo, todos con las ayudas los primeros. Y eso es una vergüenza para España. Por tanto, nosotros vamos a seguir en esta línea.","test"
"555a7c9d-37fc1e4c.mp3","anger","Y Pedro Sánchez, que siga dedicado a darle ayudas a Plus Ultra, que nosotros seguiremos dedicados a darle ayudas a los autónomos, a los hosteleros y a los que de verdad lo necesitan.","test"
"fb07b004-1144a651.mp3","anger","El PSC, el PSOE, Esquerra Republicana han vuelto a acordar la mesa de la amnistía y la autodeterminación. Otegi ha hecho un meeting con Esquerra Republicana de Cataluña y con el BNGAD. ¿Lo ha hecho hoy?","train"
"fbadf3f5-a4146f90.mp3","anger","de los 24 compañeros que fueron asesinados por ser del PP, del PP heroico en Cataluña.","train"
"b1c71148-c8cc7502.mp3","anger","va a tener que pagar 700 euros más en impuestos al año y esto sencillamente es inmoral y el Partido Popular lo va a combatir desde cualquier pequeño municipio hasta el Congreso de los Diputados porque no","train"
"989dca3e-4f4ef812.mp3","anger","Esto es inadmisible. Cada vez que suban la cuota autónoma, cada vez que tengáis que pagar la gasolina, cada vez que tengáis que pagar la factura de la luz, recordad, todo eso sirve para pagar ministros como garzón, sirve para pagar ministros que fuera de España hablan mal.","train"
"1161718a-7974884d.mp3","anger","de España. Por eso, nosotros somos el partido que estamos con los trabajadores, con los autónomos, con las pymes, con los jóvenes. Por eso no podemos permitir que Alberto Garzón siga","train"
"273f79b0-2d3c282a.mp3","anger","con todos los instrumentos del Estado, con el FIS de Tezano, con el BOE de inversiones públicas a dedo y hasta con los fondos europeos a la carta de los gobiernos socialistas.","train"
"fdbb1498-747bca58.mp3","anger","usted votó en contra ayer de una iniciativa para prohibir los homenajes y los beneficios penitenciarios a Etarras que no colaboran en establecer.","train"
"26baf8d6-3990f2f0.mp3","anger","de usar y deteriorar las instituciones del Estado. ¿Está usted con las víctimas o con los verdugos? Nosotros estamos con las víctimas. ¿Y usted? Si hasta de cónomos dice...","test"
"bc9987f3-07c1bdb0.mp3","anger","en la Moncloa. Los presupuestos que se han presentado son prueba de ello. Los presupuestos son la visión","train"
"12ab15ae-67221175.mp3","anger","a los camioneros, subirle impuestos a los autónomos, subir la factura de la lúa a las empresas. ¿Por qué? Porque les molesta a la gente que crea riqueza, que crea empleo y que crea trabajo.","train"
"5bc4d08e-48e1ca97.mp3","anger","Y lo que quieren es gente sin iniciativa. Los presupuestos de Sánchez son como su Gobierno.","train"
"99f52a8f-bca9b300.mp3","anger","Y desde entonces no ha dejado de criticar al jefe del Estado, ha remeter contra la monarquía, contra el poder judicial, decir que Puigdemont es un exiliado, decir que ETA tiene motivaciones políticas, lanzar una web con la asesora a la que robó el móvil.","test"
"80b4e624-0b0b4361.mp3","anger","y amenazar a empresarios con expropiaciones, patrocinaron condenado por enaltecimiento de terrorismo a dos por agresión policial a otro por defraudor a la Seguridad Social hasta que ayer han imputado al fundador de su partido por financiación irregular. Y lo que es más grave,","train"
"55e65940-59b7c7fc.mp3","anger","y decirles quiero serviros tengáis en el balcón la señora, la roja igualdad, la estelada quiero estar a vuestro servicio si no para que valen los partidos políticos, para que valen las elecciones, para que valen los mítines","train"
"9569c69c-c7400fd3.mp3","anger","Pero si la gente está hospitalizada, la gente está en el paro, la gente está harta ya de esta política de crear problemas imaginarios, de entartarse en banderas, que la gente lo está pasando muy mal.","train"
"9ac57e67-ba2bcf51.mp3","anger","porque me duele Cataluña, porque quiero una Cataluña mejor con el mejor candidato. Con Alejandro Rato.","train"
"a4f8c52e-75e03de9.mp3","anger","que es Torra, que es Aragónés y que es Bildu.","test"
"f9d34b7d-2b8fb149.mp3","anger","Por eso este gobierno sigue siendo el gobierno más radical de toda Europa y el más radical de nuestra historia. Cuando echas a la calle a todos, el problema eres tú.","train"
"f6844273-3460062c.mp3","anger","y el que te tienes que ir a tu casa eres tú. Así que Sánchez, haga un favor a España, convoque elecciones y déjenos en paz de una vez.","train"
"fa9e8497-7028928c.mp3","anger","si conseguimos unir el voto en el Partido Popular.","test"
"4916774c-6378451e.mp3","anger","al Sanchismo. Es la única vacuna eficaz contra este gobierno de Pedro Sánchez. Hoy es el 1 de mayo.","test"
"c260c986-86c2cb04.mp3","anger","que la aplaudamos por ser el gobierno con peor recuperación.","train"
"f66dfa8b-3db67132.mp3","anger","de todo el mundo desarrollado. Y habla sin sorrojarse.","train"
"f3a6d111-3b17e412.mp3","anger","con 50.000 muertos más desde que dijo que había derrotado el virus y se fue a la mareta con sus amigos. Hay que presumir.","test"
"e224db24-40006b23.mp3","anger","30.000 han muerto en las residencias de ancianos que su vicepresidente no se ha dignado ni en visitar. Los jóvenes un 40% están en el paro, mírenles a la cara.","train"
"79ee8807-106963b4.mp3","anger","y no vamos a permitir que una vez más un gobierno socialista como el suyo arruine el futuro de España.","train"
"63a25cf9-26bd9239.mp3","sadness","Hoy queremos apoyar a la industria textil española que además se han volcado solidariamente con los más afectados por el COVID19. Es un drama pero casi el 90% de los trabajadores de este sector","train"
"0d207cfb-360b1c16.mp3","anger","de pandemia del mundo, como es el hospital Zendal, contra todas las críticas que ahora ya está vacunando y ha salvado a miles de personas. Madrid","train"
"b13f66fa-55a46a90.mp3","anger","no está recibiendo vacunas y queremos vacunas, vacunar, vacunar y vacunar. Que sepáis que es esta presidenta","train"
"3edcdb76-bb354a3f.mp3","anger","y este partido el que ha bajado los impuestos, toda la legislatura, toda la política, no es un meeting, es un servicio a vosotros porque sois nuestros jefes.","test"
"78fc5801-af3248bc.mp3","anger","apostar por el campo es lo verdaderamente ecológico porque la tierra productiva es la tierra cuidada","train"
"cae66d00-713bc25e.mp3","anger","El problema no somos nosotros, el problema son ustedes que no encuentran el consenso.","train"
"25b12888-ac15d266.mp3","anger","usted lo que está diciendo es que, como no se logra tres quintos, se hace con mayoría absoluta.","train"
"1ef68129-cf9bd559.mp3","sadness","En el día de ayer los hosteleros salieron a la calle para denunciar el abandono al que están siendo sometidos por la Junta de Extremadura.","test"
"619c2803-fefe3542.mp3","sadness","y también por el Gobierno de España y para poner en valor que son negocios seguros","train"
"08983174-50093935.mp3","sadness","Los que no pudieron hacerlo fueron los 500 bares y restaurantes que han tenido que bajar la presión este año ante la falta de ayuda y la caída brutal","train"
"dbb5c60b-4dc17536.mp3","anger","Sí, es el Estatuto de Autonomía, Defender la Autonomía Giscal de la Comunidad Valenciana. Mira, venga mañana usted a escuchar a Ayuso. ¿No se sienten ustedes interpelados? Los empresarios la llaman a ella para que explique su modelo de bajada de impuestos. ¿Usted no se siente interpelado, señor Puig?","train"
"2ae63e1d-ab199f56.mp3","anger","Venga usted mañana a escuchar a Ayuso, o le cuenta que ella hace dumping fiscal.","train"
"e7310725-d64bfab2.mp3","anger","a Bruselas que si nos daba el dinero público, 70.000 millones, los valencianos pagarían peajes.","train"
"9b7aebc8-2ba9da25.mp3","anger","y los españoles pagarían peajes hasta 1.500 millones de euros cada año.","train"
"819c97ed-ee8b2393.mp3","anger","para recibir el dinero europeo. Claro, uno después lee noticias como las de hoy y se plantea, los valencianos van a tener que pagar","train"
"56000057-6691f3a7.mp3","anger","El otro día se fue a Madrid, volvió exactamente igual, sin nada para los valencianos. Anunció que por fin teníamos un gobierno que iba a modificar el cambio de modelo","train"
"c97fb6c6-af3db012.mp3","anger","con muchísima improvisación, sectarismo, desinformación, creando una gran indepensión e inseguridad política y con muchos defectos de forma de los que ya advertimos desde el Partido Popular desde el inicio de su tramitación y que utiliza el Tribunal Superior de Justicia de la Comunidad Valenciana","train"
"10a7c0f5-e8f5eb4f.mp3","anger","y que dejen de vender la moto de que con el patibel frenan las políticas de ladrilla del Partido Popular. Eso es totalmente falso. Esas políticas a las que hacen referencia y que critican son las políticas del Partido Socialista.","train"
"a183239b-1886ca71.mp3","anger","Por lo tanto, que dejen de mentir, que dejen de demonizar al turismo, a la hostelería, a los propietarios, al deporte náutico y del deslizamiento que los han tratado como auténticos","train"
"dd04ab22-20b14918.mp3","anger","Al final las actuaciones, como no lo hace usted, pues lo tengo que defender yo, ¿no?","test"
"1a88d0e7-00585684.mp3","anger","Todas las actuaciones, incluso las bravas actuaciones de su gobierno en la justicia","test"
"25644f95-524d8fcf.mp3","anger","Sí, señora Bravo, al final todo se sabe.","test"
"19cdddc3-2f5e2ddc.mp3","anger","acuerdos bilaterales, acuerdos, no se da cuenta que está pasando lo mismo","train"
"3be3c000-e4ff1383.mp3","anger","30.000 millones. El País Vasco está reclamando una comisión bilateral.","train"
"6e46a795-d973c3ab.mp3","anger","Mire, señor Puig, no seré yo la que discuta la foralidad del País Vasco, pero hoy hemos presentado una declaración institucional que no me cabe la menor duda que apoyaremos todos. Exigimos la convocatoria inmediata del Consejo de Política Fiscal y Financiera","train"
"0ef0e99c-6261aa65.mp3","anger","el grupo socialista que está entregado y obsesionado en acabar con cualquier rastro","train"
"60a27355-0d7a11c9.mp3","anger","de los dineros del dinero de las subvenciones presuntamente defraudadas por su hermano","test"
"100537cd-c37d54e1.mp3","anger","Ahora son ustedes casta, ahora son de la Divín GOS y ayer su líder recibió su propia medicina, jarabe democrático.","train"
"9896d7ef-a4e6ce2d.mp3","anger","porque antes gobernaba el PP y ahora gobierna el Partido Socialista.","test"
"81fb8d93-79cc6d34.mp3","anger","¡Qué bien se vivía contra Mariano Rajoy!","test"
"ab9e43d5-370d362e.mp3","anger","y le dé fuerzas para reclamar los intereses de los valencianos. Sea usted el presidente de los valencianos y no el secretario general del PSPV.","train"
"073ea156-f75e1104.mp3","anger","Reclame el IVA 281 millones de euros para pagar a los más desfavorecidos, a las listas de espera en la dependencia, en sanidad, a la agricultura. Haga algo, reclame algo.","test"
"adb06c27-1dcdf791.mp3","anger","Y mire, lo último, el último castigo anunciado por el señor Sánchez, el denominado armonización fiscal.","test"
"c9ec19fc-653187c5.mp3","anger","pero que en palabras normales, para que me entiendan todos los valencianos, es subida masiva de impuestos para la clase media, no para los ricos, para la clase media.","train"
"1b13e522-d0fc4f40.mp3","anger","Y mire, señor Puig, le hemos apoyado en todo. Y ahora que toca reclamar lo que le corresponde a los valencianos, los 281 millones de euros del IVA,","train"
"90c05ba2-4e3b475c.mp3","anger","Ahora usted prefiere y es más socialista que presidente de todos los valencianos. Señor Puig, lo he intentado todo.","train"
"c3a075ed-b4f04e62.mp3","anger","Aquí está el requerimiento al Consejo de Ministros, previo a la reclamación en vía judicial.","train"
"21a863ee-672ed312.mp3","anger","Un partido que lucha por el cambio en la Comunidad Valenciana, como la antesala del cambio que tiene que venir en España. Y por tanto, para nosotros es muy importante que la responsabilidad empiece por cumplir con nuestra parte.","train"
"457d7773-052a86ff.mp3","anger","que es provocar el cambio en la Comunitat Valenciana. Ejercemos nuestra españolidad","test"
"e8d1d03d-e5cfb3f2.mp3","anger","Para poner en marcha España arrancará primero","train"
"41f1ee05-a4ddc2a1.mp3","anger","Acabo hoy de remitirle una carta a la ministra de Hacienda, la señora Montero.","test"
